Rank,Name,NPC,Birth,Time,Date,City,Country
23,SCHRENCK MARTINEZ Ariel Enrique,ESP,2001,1:00.81,7 July 2017,Berlin,Germany
24,WYLIE Matthew,GBR,1996,1:00.83,3 February 2017,Bangor,Ireland
25,REYNOLDS Jesse,NZL,1996,1:00.90,7 July 2017,Berlin,Germany
26,KUBO Daiki,JPN,1988,1:01.00,3 September 2017,Tokyo,Japan
27,MCCLEMENTS Barry,IRL,2001,1:01.10,7 July 2017,Berlin,Germany
28,KARAS Adam,GER,2001,1:01.14,27 April 2017,Sheffield,Great Britain
29,MIQUEL HERNANDEZ Guillermo,ESP,1998,1:01.16,7 July 2017,Berlin,Germany
30,MICHALENTZAKIS Dimosthenis,GRE,1998,1:01.23,4 June 2017,Ptolemaida,Greece
31,SALGUERO GALISTEO Oscar,ESP,1998,1:01.27,7 July 2017,Berlin,Germany
32,SORS Tamas,HUN,1991,1:01.29,4 December 2017,Mexico City,Mexico
33,DRUMOND OLIVIA Joao Pedro,BRA,2003,1:01.53,29 October 2017,Sao Paulo,Brazil
34,SOLBERG Fredrik,NOR,2001,1:01.54,9 July 2017,Trondheim,Norway
35,GARBE Andrey Pereira,BRA,1997,1:01.61,21 April 2017,Sao Paulo,Brazil
36,NOGUEIRA Victor Alan,BRA,1992,1:01.74,22 April 2017,Sao Paulo,Brazil
37,POWELL Logan,AUS,1999,1:01.96,14 December 2017,Brisbane,Australia
38,ESMAEILIGHARGHABI Erfan,IRI,2000,1:02.55,2 November 2017,TEHRAN,Iran
39,GELFAND David,USA,1998,1:02.73,11 June 2017,Indianapolis,United States of America
40,MAZI SARBALA Seyed Maziar,IRI,1998,1:02.75,2 November 2017,TEHRAN,Iran
41,ADEFISAN Oludaisi,GBR,2000,1:02.79,27 July 2017,Sheffiled,Great Britain
42,TAVARES DOS SANTOS Eric,BRA,1996,1:02.82,21 April 2017,Sao Paulo,Brazil
43,BISKUP Patryk,POL,1998,1:02.96,7 July 2017,Berlin,Germany
44,PLAMONDON Nicolas,CAN,1998,1:03.43,8 August 2017,Winnipeg,Canada
45,KWON Yonghwa,KOR,1999,1:03.49,11 December 2017,Dubai,United Arab Emirates
46,MOZELA Lucas Lamente,BRA,1997,1:03.66,7 July 2017,Berlin,Germany
47,NAVARRO GONZALEZ Carlos,ESP,1999,1:04.11,7 July 2017,Berlin,Germany
48,LOBBA Andrea,ITA,1999,1:04.12,7 July 2017,Berlin,Germany
49,SCHUTTE Sven,NED,1986,1:04.14,7 July 2017,Berlin,Germany
50,BICELLI Federico,ITA,1999,1:04.15,20 May 2017,Lignano Sabbiadoro,Italy
51,RAJKOVIC Karlo,CRO,1998,1:04.34,4 February 2017,SPLIT,Croatia
52,GARCIA Filipe,POR,1997,1:04.47,18 June 2017,Lisboa,Portugal
53=,PULLEIRO Marco,ARG,1990,1:04.60,20 May 2017,Buenos Aires,Argentina
53=,PESTANA DA SILVA Thiago,BRA,1982,1:04.60,4 June 2017,Sao Paulo,Brazil
55,FICHTELMANN Felix-Ulli,GER,2001,1:04.87,7 July 2017,Berlin,Germany
56,TOMCZYK Dawid,POL,2001,1:05.26,25 November 2017,Szczecin,Poland
57,PLEMENCIC Luka,CRO,2000,1:05.28,21 May 2017,Hodmezovasarhely,Hungary
58,YASUDA Seiga,JPN,1998,1:05.76,5 March 2017,Fuji,Japan
59,PRUETT Jacob,USA,1996,1:05.95,2 April 2017,Windsor,Canada
60,BERNARDI GUARIENTI Vinicius,BRA,1995,1:06.17,21 April 2017,Sao Paulo,Brazil
61,MALDONADO MALDONADO Diego Fernando,COL,2002,1:06.27,21 March 2017,Sao Paulo,Brazil
62,MARINOV Szabolcs,HUN,1999,1:06.45,7 July 2017,Berlin,Germany
63,LASCANO KAMADA Matias,ARG,1999,1:06.50,20 May 2017,Buenos Aires,Argentina
64,TADIC Nemanja,SRB,1995,1:06.58,7 July 2017,Berlin,Germany
65,CORONADO-VOLTA Henri Alejandro,USA,2000,1:06.76,23 July 2017,"Colorado Springs, CO",United States of America
66,KIM Saehun,KOR,1997,1:06.92,29 October 2017,Chungbuk,South Korea
67,TANDAZO Erick,ECU,2003,1:06.97,21 March 2017,Sao Paulo,Brazil
68,TORRES Matthew,USA,2001,1:07.06,23 July 2017,"Colorado Springs, CO",United States of America
69,REWAY DA SILVA Jhonatan,BRA,1999,1:07.30,21 March 2017,Sao Paulo,Brazil
70,JEON Hyungwoo,KOR,2002,1:07.40,11 December 2017,Dubai,United Arab Emirates
71,KWON Hyun,KOR,1991,1:07.82,3 June 2017,Jeju-do,South Korea
72,CHOW Wang Kei,HKG,1984,1:07.89,7 July 2017,Berlin,Germany
73,WATRY Thomas,USA,2002,1:07.97,11 June 2017,Indianapolis,United States of America
74,SIGNORINI Facundo Mariano,ARG,2002,1:08.08,21 April 2017,Sao Paulo,Brazil
75,MENDOZA LOZANO Diego Alejandro,COL,1998,1:08.68,2 September 2017,Medellín,Colombia
76,MARTINS DOMINGUES Matheus,BRA,1998,1:08.72,21 April 2017,Sao Paulo,Brazil
77,HIERSCHE Julian,GER,2002,1:08.84,7 July 2017,Berlin,Germany
78,DARAIO Axel Manuel,ARG,1999,1:09.52,21 April 2017,Sao Paulo,Brazil
79,CAETANO NASCIMENTO Henrique,BRA,1999,1:10.01,21 April 2017,Sao Paulo,Brazil
80,GUINET Corentin,FRA,1995,1:10.06,30 June 2017,MONTPELLIER,France
81,MOHSENIAN Danial,IRI,2003,1:10.33,11 December 2017,Dubai,United Arab Emirates
82,PARKIN Charl,RSA,1968,1:11.13,7 April 2017,Durban,South Africa
83,MCCUAIG Cameron,CAN,2000,1:11.24,7 August 2017,Montreal,Canada
84,AL HUSSEIN Ibrahim,RPT,1988,1:11.29,4 December 2017,Mexico City,Mexico
85,SAGRERO LEON Nestor Vladimir,MEX,1992,1:11.54,11 June 2017,Indianapolis,United States of America
86,SCOTA Mauricio,BRA,1992,1:11.90,21 April 2017,Sao Paulo,Brazil
87,POLANCO PINTO Juan Jose,VEN,2003,1:11.95,21 March 2017,Sao Paulo,Brazil
88,CLAESON Fabian,SWE,2002,1:12.03,4 November 2017,Stockholm,Sweden
89,DE VISSER Sam,BEL,2003,1:12.34,27 April 2017,Sheffield,Great Britain
90,MUNOZ Daniel Alejandro,ARG,2000,1:12.93,21 March 2017,Sao Paulo,Brazil
91,L'ABBATE Lorenzo,ITA,2001,1:12.98,17 December 2017,Brescia,Italy
92,RAUHAUS Jan,GER,2000,1:13.51,7 July 2017,Berlin,Germany
93,RAMIREZ Fernando,ESA,2000,1:15.06,21 March 2017,Sao Paulo,Brazil
94,BYUN Seungwon,KOR,1994,1:15.58,29 October 2017,Chungbuk,South Korea
95,STOCKHAMMER Darin,USA,2004,1:16.26,17 December 2017,"Charlotte, NC",United States of America
96,RODRIGUEZ BOBADILLA Arturo Enmanuel,DOM,2001,1:16.57,21 March 2017,Sao Paulo,Brazil
97,ORTEGA BOLANOS Irving Jonathan,MEX,1997,1:17.01,16 June 2017,MEXICO CITY,Mexico
98,BORG Thomas,MLT,2001,1:17.56,7 July 2017,Berlin,Germany
99,YOPAN Francis,PER,1996,1:17.74,21 April 2017,Sao Paulo,Brazil
100,ADOLFSSON Marino Ingi,ISL,1996,1:18.08,8 April 2017,Reykjavik,Iceland
101,JAGODIC Patrik,SLO,2002,1:18.16,4 February 2017,SPLIT,Croatia
102,CENTURION Elian,ARG,2003,1:18.60,20 May 2017,Buenos Aires,Argentina
103,DINESH Ashray,IND,1998,1:19.22,7 July 2017,Berlin,Germany
104,KAPADE Prathamesh Sambhaji,IND,2001,1:21.04,6 November 2017,"UDAIPUR, RAJASTHAN",India
105,AL-DAYYENI Hamzah,IRQ,2003,1:21.57,11 December 2017,Dubai,United Arab Emirates
106,STRBAC David,CRO,2000,1:22.05,17 December 2017,Brescia,Italy
107,HERNANDEZ SILVA Jeison Gerardo,VEN,2002,1:22.49,21 March 2017,Sao Paulo,Brazil
108,NANDAKUMAR Tejas,IND,2005,1:25.43,11 December 2017,Dubai,United Arab Emirates
109,STANKOWSKI Gabriel,POL,2004,1:30.64,17 June 2017,Lublin,Poland
110,PARRA BERROTERAN Wilker Alfredo,VEN,2002,1:34.53,21 March 2017,Sao Paulo,Brazil
