Rank,Name,NPC,Birth,Time,Date,City,Country
43,COLLADO Jesus,ESP,1979,0:29.06,16 January 2016,"Adeje, Tenerife Island",Spain
44,BRAUNSCHWEIG Malte,GER,2000,0:29.21,11 June 2016,Berlin,Germany
45=,LUCENA SILVA Jose Rafael,VEN,1989,0:29.28,16 January 2016,"Adeje, Tenerife Island",Spain
45=,GARBE Andrey Pereira,BRA,1997,0:29.28,12 November 2016,Sao Paulo,Brazil
47,BISKUP Patryk,POL,1998,0:29.30,1 May 2016,Funchal,Portugal
48,KWON Hyun,KOR,1991,0:29.39,23 October 2016,Chungnam,South Korea
49,FONTAYNE Bastian,GER,1997,0:29.42,1 May 2016,Funchal,Portugal
50,GUINET Corentin,FRA,1995,0:29.47,3 April 2016,MONTPELLIER,France
51,MCCLEMENTS Barry,IRL,2001,0:29.69,2 July 2016,Glasgow,Great Britain
52,REYNOLDS Jesse,NZL,1996,0:29.85,3 March 2016,Auckland,New Zealand
53,MATCZAK Sebastian,POL,1991,0:29.94,1 May 2016,Funchal,Portugal
54,YASUDA Seiga,JPN,1998,0:29.99,17 July 2016,Yokohama,Japan
55,MEIXELSBERGER Tom,GER,2001,0:30.07,10 December 2016,Braunschweig,Germany
56,PEPPERSACK Joseph,USA,1999,0:30.08,1 July 2016,"Charlotte, NC",United States of America
57,MENDOZA LOZANO Diego Alejandro,COL,1998,0:30.09,25 November 2016,Medellín,Colombia
58,GELFAND David,USA,1998,0:30.15,1 July 2016,"Charlotte, NC",United States of America
59,BICELLI Federico,ITA,1999,0:30.16,30 June 2016,Bergamo,Italy
60,PLEMENCIC Luka,CRO,2000,0:30.18,2 July 2016,Prague,Czechia
61,POWELL Logan,AUS,1999,0:30.19,7 April 2016,Adelaide,Australia
62,KIM Saehun,KOR,1997,0:30.21,23 October 2016,Chungnam,South Korea
63,PARKIN Charl,RSA,1968,0:30.42,15 April 2016,Durban,South Africa
64,PLAMONDON Nicolas,CAN,1998,0:30.44,26 November 2016,"Miami, FL",United States of America
65,HERMANNSSON Gudmundur,ISL,1993,0:30.62,13 March 2016,Reykjanesbaer,Iceland
66,TOMCZYK Dawid,POL,2001,0:30.95,2 July 2016,Prague,Czechia
67=,AZEVEDO FILHO Flavio,BRA,1984,0:31.06,23 April 2016,Rio de Janeiro,Brazil
67=,PRUETT Jacob,USA,1996,0:31.06,1 July 2016,"Charlotte, NC",United States of America
69,MARINOV Szabolcs,HUN,1999,0:31.07,3 April 2016,Eger,Hungary
70,PUUMALA Aleks,USA,1995,0:31.10,16 July 2016,Gatineau,Canada
71=,PLIAKOS Sokratis Konstantinos,GRE,1994,0:31.12,19 March 2016,Naoussa,Greece
71=,BOER Simon,NED,1995,0:31.12,6 April 2016,Eindhoven,Netherlands
73,LAZO Facundo,ARG,1986,0:31.20,12 June 2016,BUENOS AIRES,Argentina
74,PEREZ DE JESUS Victor Javier,MEX,1994,0:31.52,6 March 2016,Merida,Mexico
75=,DARAIO Axel Manuel,ARG,1999,0:31.69,23 April 2016,Rio de Janeiro,Brazil
75=,SCHWEITZER Wolf,SUI,1967,0:31.69,11 June 2016,Berlin,Germany
77=,SAGRERO LEON Nestor Vladimir,MEX,1992,0:31.70,6 March 2016,Merida,Mexico
77=,CORDERO SOTO Lazaro,USA,1995,0:31.70,1 July 2016,"Charlotte, NC",United States of America
79,SWANEPOEL Caleb,RSA,1995,0:31.73,22 March 2016,Bloemfontein,South Africa
80,CORONADO-VOLTA Henri Alejandro,USA,2000,0:31.78,1 July 2016,"Charlotte, NC",United States of America
81,DINESH Ashray,IND,1998,0:31.87,2 July 2016,Prague,Czechia
82,BOUFEKANE Hicham,CAN,1998,0:31.89,5 April 2016,Toronto,Canada
83,VICTOR Scody,MRI,1989,0:31.96,15 April 2016,Durban,South Africa
84,IZSOF Gabriel,SVK,1987,0:32.74,16 January 2016,Brno,Czechia
85,TORRES Matthew,USA,2001,0:32.86,1 July 2016,"Charlotte, NC",United States of America
86,MENDEZ INIGUEZ Angel Daniel,MEX,1996,0:33.12,6 March 2016,Merida,Mexico
87,WATRY Thomas,USA,2002,0:33.42,5 March 2016,Edmond,United States of America
88,OLLI Eje,SWE,1999,0:33.66,29 October 2016,Stockholm,Sweden
89,MCGRATH Denis,USA,1997,0:34.67,1 July 2016,"Charlotte, NC",United States of America
90,RAUHAUS Jan,GER,2000,0:35.08,24 January 2016,Wuppertal,Germany
91,TORRES Andres Nicolas,ARG,1999,0:35.18,23 April 2016,Rio de Janeiro,Brazil
92,AL HUSSEIN Ibrahim,RPT,1988,0:35.54,13 September 2016,Rio de Janeiro,Brazil
93,PANTAZIDIS Tilemachos,GRE,2004,0:35.68,25 June 2016,Athens,Greece
94,ADOLFSSON Marino Ingi,ISL,1996,0:35.70,23 January 2016,Reykjavik,Iceland
95,BAISSERKEYEV Nurlan,KAZ,1987,0:36.42,11 June 2016,Berlin,Germany
96,ORTEGA BOLANOS Irving Jonathan,MEX,1997,0:36.47,6 March 2016,Merida,Mexico
97,WILLIAMS Adin,USA,2000,0:36.70,1 July 2016,"Charlotte, NC",United States of America
98,DOMINGUEZ Angel Damian,ARG,1998,0:37.92,12 June 2016,BUENOS AIRES,Argentina
99,JAGODIC Patrik,SLO,2002,0:38.04,23 January 2016,Split,Croatia
100,KRNAVEK Jiri,CZE,1989,0:38.60,26 November 2016,Prague,Czechia
101,HEEB Jakob,DEN,2001,0:39.96,2 July 2016,Prague,Czechia
102,MOSS Matthew,RSA,2004,0:40.84,22 March 2016,Bloemfontein,South Africa
