Rank,Name,NPC,Birth,Time,Date,City,Country
47,PIERCE Jonathan,USA,1993,2:08.03,17 June 2021,Minneapolis,United States of America
48,MACDONALD Tyson,CAN,1996,2:08.06,17 December 2021,Greensboro,United States of America
49,MILNE Jack,GBR,2001,2:08.21,10 April 2021,Sheffield,Great Britain
50,MAIDANA CANCINOS Lautaro Daniel,ARG,2004,2:08.36,24 June 2021,Ciudad de Buenos Aires,Argentina
51,PARMENTIER Aymeric,BEL,1993,2:08.40,15 December 2021,Saint-Victor,France
52,MICHEL Jake,AUS,1997,2:08.47,17 July 2021,Brisbane,Australia
53,BENTO DA SILVA FILHO Andre Luiz,BRA,1996,2:09.15,16 May 2021,Funchal,Portugal
54,CASALI Kevin,ITA,1993,2:09.32,10 July 2021,Naples,Italy
55,DYER Jarred,AUS,2000,2:10.67,12 June 2021,Adelaide,Australia
56,KIM Jiwon,KOR,2001,2:10.85,20 October 2021,Gimcheon,South Korea
57,DAALMAN Bram,NED,2003,2:10.88,16 December 2021,Eindhoven,Netherlands
58,IN-CHOO Wachirawit,THA,2003,2:10.98,5 December 2021,manama,Bahrain
59,KIM Donghyeon,KOR,1999,2:11.30,20 November 2021,Jeonju,South Korea
60,CHOI Taehyock,KOR,1996,2:11.67,20 October 2021,Gimcheon,South Korea
61,LONGARON CARRERAS Adrian,ESP,2001,2:12.84,16 May 2021,Funchal,Portugal
62,KLASSON Tobias,SWE,2000,2:13.53,4 July 2021,Halmstad,Sweden
63,ROBERTS Gavin,GBR,1999,2:14.04,17 July 2021,Glasgow,Great Britain
64,AN Woong,KOR,1999,2:14.07,20 October 2021,Gimcheon,South Korea
65,TAKAYANAGI Haruki,JPN,1991,2:14.11,21 May 2021,Yokohama,Japan
66,BECK David,NZL,1996,2:14.21,7 April 2021,Auckland,New Zealand
67,DAVRAN Doruk,TUR,1994,2:15.26,15 December 2021,Saint-Victor,France
68,BUGLER Jack,NZL,2002,2:15.27,7 April 2021,Auckland,New Zealand
69,LOVETT Jeff,USA,2003,2:15.70,17 June 2021,Minneapolis,United States of America
70,HERNANDEZ RODRIGUEZ Javier Josue,PUR,1999,2:17.03,15 April 2021,Lewisville,United States of America
71,ALVARADO ALVARADO Alejandro De Jesus,MEX,2003,2:17.18,10 April 2021,Sheffield,Great Britain
72,BLAISE Simon,FRA,1996,2:17.74,15 December 2021,Saint-Victor,France
73,BASINI Jacob,USA,1998,2:18.19,17 June 2021,Minneapolis,United States of America
74,CHAN Wei Siang Darren,SGP,2003,2:19.39,5 December 2021,manama,Bahrain
75,GREVE Jesse,USA,1990,2:21.64,17 June 2021,Minneapolis,United States of America
76,SCALISE Bautista,ARG,2003,2:25.81,24 June 2021,Ciudad de Buenos Aires,Argentina
77,MOSS Garner,USA,1992,2:26.61,17 June 2021,Minneapolis,United States of America
78,LAMLACHON Kittiphak,THA,2004,2:32.51,5 December 2021,manama,Bahrain
79,RUIZ ASCENCIO Juan Antonio,MEX,2007,2:39.31,10 April 2021,Sheffield,Great Britain
80,VEJNOVIC Aljaz,SLO,2002,2:42.68,27 March 2021,Split,Croatia
81,LIM Kong Boon,SGP,1999,2:45.12,30 March 2021,Singapore,Singapore
82,SYED MOHAMED Abdul Rahman,IND,2005,2:55.16,5 December 2021,manama,Bahrain
