Rank,Name,NPC,Birth,Time,Date,City,Country
55,CHEN Jie-Cheng,TPE,2000,2:08.60,24 May 2026,New Taipei City,Chinese Taipei
56,MUHAMMAD REDZUAN Muhammad Imaan Aiman,MAS,2005,2:08.71,29 May 2026,Fuji,Japan
57,PAVEZ Agustin,CHI,2008,2:09.41,6 March 2026,Buenos Aires,Argentina
58,CHAMBERS Cameron,CAN,1997,2:09.55,7 July 2026,Montreal,Canada
59,CHOI Chi Keung,HKG,2008,2:09.80,20 March 2026,Barcelona,Spain
60,HAYDON James,NZL,2007,2:09.98,14 May 2026,Auckland,New Zealand
61,PARMENTIER Aymeric,BEL,1993,2:10.15,1 May 2026,Paris,France
62,IMAM BASORI Duran Yaspi,MAS,2007,2:10.35,29 May 2026,Fuji,Japan
63,DUARTE Samuel,POR,2004,2:10.59,20 March 2026,Barcelona,Spain
64,VEARNCOMBE Cameron,GBR,2002,2:10.61,22 February 2026,Swansea,Great Britain
65,NIK RAFIZAL Nik Muhammad Joe Asyraff,MAS,2004,2:11.35,29 May 2026,Fuji,Japan
66,CANNEY Jesse,CAN,1996,2:11.36,7 July 2026,Montreal,Canada
67,LAU Sze Kai Bryan,MAS,2005,2:11.70,29 May 2026,Fuji,Japan
68,FERREIRA Paul Gabriel,ARG,2007,2:12.57,29 May 2026,Buenos Aires,Argentina
69,REITER Florian,GER,2008,2:12.69,10 May 2026,Berlin,Germany
70,REGISTE Deaten,IRL,2003,2:12.75,20 March 2026,Barcelona,Spain
71,MCMANUS Nathan,GBR,2007,2:12.80,8 May 2026,Berlin,Germany
72,BENTO DA SILVA FILHO Andre Luiz,BRA,1996,2:13.81,17 June 2026,Sao Paulo,Brazil
73,BECK David,NZL,1996,2:14.20,21 February 2026,Gold Coast,Australia
74,BISSETT Connor Scott,CAN,2000,2:14.44,20 March 2026,Edmonton,Canada
75,SCHUMACHER Jakob,AUT,2006,2:14.53,8 May 2026,Berlin,Germany
76,BUGLER Jack,NZL,2002,2:15.69,14 May 2026,Auckland,New Zealand
77,KLASSON Tobias,SWE,2000,2:16.57,28 June 2026,Boras,Sweden
78,YILMAZOGLU Ulas,TUR,2008,2:16.87,28 February 2026,Thessaloniki,Greece
79,DILLING Jason Michael,GER,2007,2:18.52,20 March 2026,Barcelona,Spain
80,RUIZ ASCENCIO Juan Antonio,MEX,2007,2:18.81,29 May 2026,Fuji,Japan
81,ABDULLAH Mohd Adib Iqbal,MAS,1999,2:20.09,29 May 2026,Fuji,Japan
82,MANTZ Inti Niyen,ARG,2009,2:20.10,6 March 2026,Buenos Aires,Argentina
83,BLACK Samuel,IRL,2007,2:20.91,21 February 2026,Dublin,Ireland
84,OLLIVIER HILLION Nicolas,FRA,2007,2:21.10,20 March 2026,Barcelona,Spain
85,YANG Che-Wei,TPE,2010,2:21.11,29 May 2026,Fuji,Japan
86,BRAAT Thomas,NED,2008,2:21.96,19 April 2026,Rotterdam,Netherlands
87,OZDEMIR Korcan Bulut,TUR,2008,2:21.97,28 February 2026,Thessaloniki,Greece
88,NUNEZ Lautaro Ezequiel,ARG,2008,2:23.56,6 March 2026,Buenos Aires,Argentina
89,CHAN Wei Siang Darren,SGP,2003,2:23.82,29 May 2026,Fuji,Japan
90,DEMESTRE Jackson,FRA,2008,2:23.87,20 March 2026,Barcelona,Spain
91,TAN Eng Kiong Benson,SGP,1991,2:24.46,11 April 2026,Singapore,Singapore
92,GIRALDO Bruno,PER,2001,2:27.84,1 May 2026,Paris,France
93,ALPAMYS Amir,KAZ,2004,2:30.32,8 May 2026,Berlin,Germany
94,HEE Nicholas,SGP,2004,2:31.18,11 April 2026,Singapore,Singapore
95,MICHEL Jake,AUS,1997,2:31.63,21 February 2026,Gold Coast,Australia
96,KIA Cyrus,USA,2007,2:32.01,14 June 2026,Boise,United States of America
97,NEL Jean-Pierre,RSA,1999,2:32.66,21 February 2026,Gold Coast,Australia
98,LAWRENCE Elih Thomas,RSA,2002,2:33.99,21 February 2026,Gold Coast,Australia
99,HAN Liang Chou,SGP,1996,2:34.57,11 April 2026,Singapore,Singapore
100,GREVE Jesse,USA,1990,2:35.23,7 March 2026,Birmingham,United States of America
101,SALAZAR Jose Maria,PER,2005,2:37.10,1 May 2026,Paris,France
102,FRICANO Antonio,CAN,2001,2:37.30,7 March 2026,Toronto,Canada
