Rank,Name,NPC,Birth,Time,Date,City,Country
28,KHOO Ethan Yin Jun,MAS,2004,2:03.35,10 November 2022,Brisbane,Australia
29,ALFORD Joshua,AUS,1995,2:03.40,15 December 2022,Brisbane,Australia
30,UEMURA Haruhi,JPN,2005,2:03.46,10 January 2022,Narashino,Japan
31,PALAZZO Misha,ITA,2002,2:03.52,11 March 2022,Lignano,Italy
32,LEE Juyoung,KOR,1997,2:04.08,19 October 2022,Ulsan,South Korea
33,CHO Wonsang,KOR,1992,2:04.20,25 September 2022,Jeonju,South Korea
34,SHIH Min-Hsuan,TPE,1997,2:04.54,10 November 2022,Brisbane,Australia
35,SAPP Lawrence,USA,2001,2:05.06,10 November 2022,Brisbane,Australia
36,KAMO Hiroyuki,JPN,1989,2:05.10,17 September 2022,Yokohama,Japan
37,STEWART Bailey,AUS,2001,2:05.11,9 April 2022,Adelaide,Australia
38,VEARNCOMBE Cameron,GBR,2002,2:05.29,23 July 2022,Sheffield,Great Britain
39,HASUNO Takuto,JPN,2001,2:05.71,17 September 2022,Yokohama,Japan
40,MILNE Jack,GBR,2001,2:05.93,23 July 2022,Sheffield,Great Britain
41,KO Junho,KOR,2002,2:06.37,19 October 2022,Ulsan,South Korea
42,YAMANAKA Yuki,JPN,1997,2:06.47,5 March 2022,Shizuoka,Japan
43,KIM Kyeongbin,KOR,2003,2:06.62,19 October 2022,Ulsan,South Korea
44,MICHEL Jake,AUS,1997,2:06.98,12 June 2022,Funchal,Portugal
45,HILLHOUSE Alexander,DEN,2004,2:07.34,11 March 2022,Lignano,Italy
46,DEGUCHI Eigo,JPN,1996,2:07.50,5 March 2022,Shizuoka,Japan
47,RENTSCH Pascal Andreas,GER,2003,2:07.54,31 March 2022,Berlin,Germany
48,BISSETT Connor Scott,CAN,2000,2:07.68,6 April 2022,"Victoria, BC",Canada
49,VILA REAL Felipe,BRA,1997,2:07.84,3 December 2022,Sao Paulo,Brazil
50=,LABRADOR FERNANDEZ Javier,ESP,2001,2:09.02,11 March 2022,Lignano,Italy
50=,KIM Jiwon,KOR,2001,2:09.02,19 October 2022,Ulsan,South Korea
52,DYER Jarred,AUS,2000,2:09.19,9 April 2022,Adelaide,Australia
53,KAKO Toshiya,JPN,1995,2:09.58,5 March 2022,Shizuoka,Japan
54,LAU Sze Kai Bryan,MAS,2005,2:10.15,10 November 2022,Brisbane,Australia
55,DAALMAN Bram,NED,2003,2:10.16,31 March 2022,Berlin,Germany
56,PIERCE Jonathan,USA,1993,2:10.44,18 September 2022,Yucaipa,United States of America
57,PARMENTIER Aymeric,BEL,1993,2:10.47,19 February 2022,Aberdeen,Great Britain
58,LONGARON CARRERAS Adrian,ESP,2001,2:11.27,11 March 2022,Lignano,Italy
59,MUHAMMAD REDZUAN Muhammad Imaan Aiman,MAS,2005,2:11.56,11 March 2022,Lignano,Italy
60,CHOI Taehyock,KOR,1996,2:11.73,25 September 2022,Jeonju,South Korea
61,CASALI Kevin,ITA,1993,2:11.83,11 March 2022,Lignano,Italy
62,KIM Seungjin,KOR,1999,2:12.06,19 October 2022,Ulsan,South Korea
63,QUIN Scott,GBR,1990,2:12.27,19 February 2022,Aberdeen,Great Britain
64,SEZGIN Hikmet Cem,TUR,1997,2:12.39,11 March 2022,Lignano,Italy
65,ASLAN Mert,TUR,1998,2:12.56,11 March 2022,Lignano,Italy
66,DAVRAN Doruk,TUR,1994,2:12.71,11 March 2022,Lignano,Italy
67,CHEN Yu Chia,MAC,1998,2:13.02,10 November 2022,Brisbane,Australia
68,ALVARADO ALVARADO Alejandro De Jesus,MEX,2003,2:13.12,7 April 2022,Indianapolis,United States of America
69,HERNANDEZ RODRIGUEZ Javier Josue,PUR,1999,2:13.74,7 April 2022,Indianapolis,United States of America
70,LOVETT Jeff,USA,2003,2:13.93,18 December 2022,Charlotte,United States of America
71,BLAISE Simon,FRA,1996,2:14.24,14 May 2022,Bellerive-sur-Allier,France
72,ROBERTS Gavin,GBR,1999,2:14.41,19 February 2022,Aberdeen,Great Britain
73,CHUVONG Jirachot,THA,2000,2:14.69,31 March 2022,Berlin,Germany
74,MENY Jordan,FRA,2000,2:14.70,13 May 2022,Bellerive-sur-Allier,France
75,BUGLER Jack,NZL,2002,2:14.74,6 April 2022,Auckland,New Zealand
76,KLASSON Tobias,SWE,2000,2:15.14,6 November 2022,Szczecin,Poland
77,EGBERT Parker,USA,2003,2:15.31,16 July 2022,Colorado Springs,United States of America
78,DANIEL Matthis,FRA,1998,2:15.35,14 May 2022,Bellerive-sur-Allier,France
79,SMITH-FRANKLIN Asher,NZL,2006,2:15.42,10 November 2022,Brisbane,Australia
80,BENTO DA SILVA FILHO Andre Luiz,BRA,1996,2:15.50,11 May 2022,São Paulo,Brazil
81,OLIVEIRA MARTINS BRANCO Kaio Adriano,BRA,2001,2:15.70,2 April 2022,Sao Paulo,Brazil
82,IN-CHOO Wachirawit,THA,2003,2:15.98,31 March 2022,Berlin,Germany
83=,FUELLGRAF Julian Jeremy,GER,2005,2:16.12,31 March 2022,Berlin,Germany
83=,DOS SANTOS DUARTE Adenilson,BRA,2002,2:16.12,10 November 2022,Brisbane,Australia
85,DE OLIVEIRA NUNES Gustavo,BRA,1994,2:16.65,2 April 2022,Sao Paulo,Brazil
86,BECK David,NZL,1996,2:17.60,6 April 2022,Auckland,New Zealand
87,BASINI Jacob,USA,1998,2:17.97,7 April 2022,Indianapolis,United States of America
88,CHAN Wei Siang Darren,SGP,2003,2:18.12,31 March 2022,Berlin,Germany
89,NATAMA Kevin Ode,INA,1996,2:19.00,10 November 2022,Brisbane,Australia
90,SCALISE Bautista,ARG,2003,2:19.04,9 April 2022,Buenos Aires,Argentina
91,VIJITNUKOONPRADIT Sirapob,THA,2002,2:19.79,31 March 2022,Berlin,Germany
92=,TURAN Veysi,TUR,2003,2:20.15,11 March 2022,Lignano,Italy
92=,RUIZ ASCENCIO Juan Antonio,MEX,2007,2:20.15,7 April 2022,Indianapolis,United States of America
94,KULIABIN Mikhail,RPC,1998,2:20.95,7 October 2022,Sochi,Russia
95,MENESES MEDERO Alejandro,ESP,1999,2:21.17,2 July 2022,Oviedo,Spain
96,FATAHILLAH M Tauhidi,INA,2005,2:21.49,10 November 2022,Brisbane,Australia
97,CONLON Bailey Errol Hudson,NZL,2005,2:23.18,10 November 2022,Brisbane,Australia
98,DA SILVA SATURNO Leoni,BRA,1999,2:23.71,3 December 2022,Sao Paulo,Brazil
99,GUZMAN HERNANDEZ Jose Angel,MEX,2005,2:24.96,6 October 2022,Tijuana,Mexico
100,GREVE Jesse,USA,1990,2:25.49,7 April 2022,Indianapolis,United States of America
101,MINTAZ Ahmet,TUR,1999,2:27.27,11 March 2022,Lignano,Italy
102,JOHANSEN Frederik Schmidt,DEN,2002,2:30.44,11 March 2022,Lignano,Italy
103,HUI Ka Chun,HKG,2001,2:31.71,10 November 2022,Brisbane,Australia
104,LAMLACHON Kittiphak,THA,2004,2:32.08,31 March 2022,Berlin,Germany
105,SOU Chi Ngai,MAC,1997,2:32.77,10 November 2022,Brisbane,Australia
106,CHAYSRI Parami,THA,2005,2:38.53,10 November 2022,Brisbane,Australia
107,VEJNOVIC Aljaz,SLO,2002,3:03.08,10 July 2022,Zagreb,Croatia
