Rank,Name,NPC,Birth,Time,Date,City,Country
27,JOHANNES Anna,USA,1993,1:10.08,7 December 2014,"Edmonton, AB",Canada
28,MORISHITA Yuki,JPN,1996,1:10.12,20 October 2014,Incheon,South Korea
29,ROXON Katarina,CAN,1993,1:10.34,27 March 2014,"Miami, FL",United States of America
30,SCOTT Madeleine,AUS,1993,1:10.74,2 March 2014,Sydney,Australia
31,RICHTER Megan,GBR,2000,1:11.28,9 July 2014,Dordrecht,Netherlands
32,BAANDERS Dominique,NED,1993,1:11.60,12 April 2014,Eindhoven,Netherlands
33,INCE Shanntol,TTO,1995,1:11.96,10 August 2014,Pasadena,United States of America
34,LEAL FERRER Genesis Adela,VEN,1992,1:12.27,28 March 2014,Santiago,Chile
35,GORDIYCHUK Yuliya,ISR,1998,1:12.46,25 April 2014,Berlin,Germany
36,CLEMENT Tayla,NZL,1997,1:12.47,10 April 2014,Auckland,New Zealand
37,KOMKAEW Surerut,THA,1985,1:12.98,20 October 2014,Incheon,South Korea
38,SIMPKIN Elizabeth,GBR,1994,1:13.28,18 April 2014,Glasgow,Great Britain
39,SOBCZAK Katarzyna,POL,1994,1:13.44,25 April 2014,Berlin,Germany
40,BUTLER Ffion,GBR,1998,1:13.48,10 August 2014,Sheffield,Great Britain
41,HEGGERTVEIT Marte,NOR,1999,1:13.66,20 July 2014,Drammen,Norway
42,BAUMANN Stephanie,SUI,1991,1:13.86,25 April 2014,Berlin,Germany
43,WEISS Julia,BRA,1989,1:13.99,15 November 2014,Fortaleza,Brazil
44,PROSHINA Iuliia,RUS,1996,1:14.02,19 May 2014,Ramenskoe,Russia
45,GKOULI Efthymia,GRE,1996,1:14.17,23 May 2014,Athens,Greece
46,LARA GARCIA Itzel Lucero,MEX,1997,1:14.26,5 November 2014,Playa Del Carmen,Mexico
47,GORDON Hope,GBR,1994,1:14.52,6 April 2014,Glasgow,Great Britain
48,HARRIS Emily,GBR,1997,1:15.25,10 August 2014,Sheffield,Great Britain
49,KERLEY April,USA,1978,1:15.28,17 May 2014,"Cincinnati, OH",United States of America
50,RIOS MARTINEZ Martha Selene,MEX,1981,1:15.96,5 November 2014,Playa Del Carmen,Mexico
51,MCCABE Jay,GBR,2002,1:16.18,10 August 2014,Sheffield,Great Britain
52,CANTAGALLO Gabriela,BRA,1992,1:16.24,15 November 2014,Fortaleza,Brazil
53,DOOTJES Lisa,NED,1994,1:16.75,12 April 2014,Eindhoven,Netherlands
54,GLADYSHEVA Daria,RUS,1995,1:16.78,19 May 2014,Ramenskoe,Russia
55,NEIUFI Tupou,NZL,2001,1:17.16,11 July 2014,Hamilton,New Zealand
56,FERNANDES Ana Paula,BRA,1995,1:17.28,28 March 2014,Santiago,Chile
57,JOVOVIC Ana,SRB,1999,1:18.03,10 May 2014,Split,Croatia
58,LILJA Liisa,FIN,1992,1:18.11,27 April 2014,Turku,Finland
59=,YAROVAYA Larisa,RUS,1991,1:18.68,18 April 2014,Glasgow,Great Britain
59=,JURIN Melany,ARG,1994,1:18.68,5 December 2014,Buenos Aires,Argentina
61,PINTO Renata,POR,1999,1:19.02,25 April 2014,Berlin,Germany
62,PETRUKOVICH Albina,RUS,1999,1:19.21,11 December 2014,Dzerzhinsk,Russia
63,SEAGO Ella,USA,2001,1:20.31,7 December 2014,"Edmonton, AB",Canada
64,TREMBLAY Elodie,CAN,1993,1:20.35,5 July 2014,"Montreal, QC",Canada
65,ETIENNE Lucie,FRA,2001,1:21.71,20 June 2014,Nancy,France
66,LOPEZ MENDOZA Maria Guadalupe,MEX,1993,1:21.73,5 November 2014,Playa Del Carmen,Mexico
67,CASTRO Ana,POR,1997,1:23.83,8 June 2014,Eger,Hungary
68,HAY Olivia,NZL,2000,1:24.13,30 August 2014,Wellington,New Zealand
69,DJUPSKAS Ingrid,NOR,1989,1:24.43,25 April 2014,Berlin,Germany
70,TUBBS Samantha,USA,1999,1:24.48,17 May 2014,"Cincinnati, OH",United States of America
71,GONZALEZ RODRIGUEZ Laura Carolina,COL,1999,1:24.92,28 June 2014,Bucaramanga,Colombia
72,BUCHHEIM Christiane,CRC,2000,1:25.56,27 March 2014,"Miami, FL",United States of America
73,LE BOULAIRE Marine,FRA,1997,1:26.02,28 March 2014,Aix-en-Provence,France
74,DENIZOT Chloe,FRA,1998,1:26.13,28 March 2014,Aix-en-Provence,France
75,FRANKS Rebecca,GBR,1997,1:26.16,10 August 2014,Sheffield,Great Britain
76,BURDINA Lyudmila,KAZ,1993,1:27.67,20 October 2014,Incheon,South Korea
77,MAKGAKGA Dimakatso Mmatsiane,RSA,1996,1:27.70,9 April 2014,Durban,South Africa
78,BUAPUN Piyanuch,THA,1986,1:28.59,22 June 2014,Bangkok,Thailand
79,FUENTES JUAREZ Angelica Lucia,MEX,1997,1:29.09,5 November 2014,Playa Del Carmen,Mexico
80,HIDALGO MU Itzel Fernanda,MEX,1999,1:29.67,5 November 2014,Playa Del Carmen,Mexico
81,CERVANTES MORENO Lesly Lucia,MEX,1998,1:30.32,5 November 2014,Playa Del Carmen,Mexico
82,BATEMAN Ashley,USA,1976,1:30.91,1 February 2014,"Richmond, VA",United States of America
83,KIMLICKOVA Kristina,SVK,2002,1:32.31,25 April 2014,Berlin,Germany
84,MARTINEZ MIRANDA Rocio,MEX,1987,1:37.48,5 November 2014,Playa Del Carmen,Mexico
85,SKJENSVOLD Heidi-Ann,NOR,1997,1:38.07,8 March 2014,Esbjerg,Denmark
86,VEGA Laydis,PAN,1998,1:39.71,22 November 2014,Medellin,Colombia
87,FIDELER Elizabeth,USA,1993,1:40.33,7 December 2014,"Edmonton, AB",Canada
88,HARASIM Malwina,POL,2001,1:43.78,25 April 2014,Berlin,Germany
89,SAAVEDRA Angelica,CHI,1987,1:45.53,28 March 2014,Santiago,Chile
90,GONZALEZ Mailyn,CHI,1999,1:51.52,28 March 2014,Santiago,Chile
91,BECERRA Camila,CHI,1991,1:52.58,28 March 2014,Santiago,Chile
