athlete_id,exceptions,family_name,gender,given_name,name,npc,s,sb,sdms_id,season,season_label,sm,status
5d257c396dfcc588,"A, 3, 5, 12",Gomez,M,Franco Sebastian,Franco Sebastian Gomez,ARG,S4,SB3,30884,S25,Summer Season 2025,SM4,C
09977822f91d1130,"1, 2, 4",Gomez,F,Rocio Daiana,Rocio Daiana Gomez,ARG,S8,SB8,56935,S25,Summer Season 2025,SM8,C
79d734f422c00b55,T,Herrero,F,Manuela,Manuela Herrero,ARG,S12,SB12,66993,S25,Summer Season 2025,SM12,R-2027
9480b18ef98f1185,"3, 5, 12, +",Ibarra,F,Paula,Paula Ibarra,ARG,S10,SB9,56937,S25,Summer Season 2025,SM10,C
caf6dd7d419e57fb,"A, 12",Insaurralde,M,Santino Ananias,Santino Ananias Insaurralde,ARG,S5,SB4,66992,S25,Summer Season 2025,SM5,R
076d3c155287e492,"1, 3, 5",Leguiza,M,Lucas,Lucas Leguiza,ARG,S9,SB8,56938,S25,Summer Season 2025,SM9,R-2026
62d93550ec689a6a,"3, 5",Leiva,M,Joaquin,Joaquin Leiva,ARG,S9,SB9,61983,S25,Summer Season 2025,SM9,R-2026
fc4fa6099c37c0b7,"3, 5, 12, +",Lombardi,M,Mariano Jorge,Mariano Jorge Lombardi,ARG,S9,SB9,56939,S25,Summer Season 2025,SM9,C
27b2496b211254b9,"1, 3, 5",Lopez,F,Thiara,Thiara Lopez,ARG,S9,SB9,67295,S25,Summer Season 2025,SM9,R-2029
226d35d07487818f,H,Maidana Cancinos,M,Lautaro Daniel,Lautaro Daniel Maidana Cancinos,ARG,S14,SB14,30122,S25,Summer Season 2025,SM14,C
4e37ea47f24fcdb1,-,Mantz,M,Inti Niyen,Inti Niyen Mantz,ARG,S14,SB14,67316,S25,Summer Season 2025,SM14,R
fa2d9ce9fafe223e,"T, B",Medina,M,Mario,Mario Medina,ARG,S11,SB11,27078,S25,Summer Season 2025,SM11,C
c1344648e7cb308f,"A, 3, 5, 12, +",Mino,M,Tomas,Tomas Mino,ARG,S6,SB5,30881,S25,Summer Season 2025,SM6,R-2025
7ee3be2209145d0a,5,Nieto,M,Nicolas Matias,Nicolas Matias Nieto,ARG,S10,NE,30121,S25,Summer Season 2025,NE,C
fb510474f0ee0231,"A, 3, 5, 12",Noriega,F,Elizabeth,Elizabeth Noriega,ARG,S5,SB5,20596,S25,Summer Season 2025,SM5,C
50bc588b4c57679c,-,Nunez,M,Lautaro Ezequiel,Lautaro Ezequiel Nunez,ARG,S14,SB14,67036,S25,Summer Season 2025,SM14,R
968b6e5ae06a603e,"1, 3, 5",Orellana,F,Dahiana,Dahiana Orellana,ARG,S9,SB9,61984,S25,Summer Season 2025,SM9,R-2027
99e8f03d26c10eb5,"T, B",Pellitero,F,Analuz,Analuz Pellitero,ARG,S11,SB11,20144,S25,Summer Season 2025,SM11,R-2027
dce13cd46191d3b6,"T, B",Piazza,M,Gabriel,Gabriel Piazza,ARG,S11,SB11,56940,S25,Summer Season 2025,SM11,R-2027
21a84ffe5946c97b,"A, 3, 5, 12",Ricci,M,Nicolas Carlos,Nicolas Carlos Ricci,ARG,S4,SB3,30626,S25,Summer Season 2025,SM4,R-2029
b89b19e319068e15,"A, 12",Rivero,M,Nicolas,Nicolas Rivero,ARG,S5,SB4,30592,S25,Summer Season 2025,SM5,C
6753cfe285b11003,-,Rodriguez,M,Axel,Axel Rodriguez,ARG,S8,SB7,56941,S25,Summer Season 2025,SM8,N
492e68b424ea2ed8,-,Rodriguez Montoya,M,Cesar Lautaro Miguel,Cesar Lautaro Miguel Rodriguez Montoya,ARG,S11,SB11,66995,S25,Summer Season 2025,SM11,N
b19e4d8bf5716a82,5,Roisman Pechersky,F,Alma,Alma Roisman Pechersky,ARG,S10,NE,67023,S25,Summer Season 2025,NE,C
e49f4c249b60d8c0,-,Roldan,F,Ludmila Belen,Ludmila Belen Roldan,ARG,S4,SB4,56942,S25,Summer Season 2025,SM4,N
763bdf2fa10de4d9,-,Scalise,M,Bautista,Bautista Scalise,ARG,S14,SB14,32483,S25,Summer Season 2025,SM14,R
10d7f1b97438949c,"3, 5",Senestro,M,Santiago Gabriel,Santiago Gabriel Senestro,ARG,S10,SB9,41369,S25,Summer Season 2025,SM10,C
d7abe924395b0e99,"12, +",Signorini,M,Facundo Mariano,Facundo Mariano Signorini,ARG,S8,SB6,32481,S25,Summer Season 2025,SM8,R-2025
f3a7deac28c30f8d,"12, +",Solar,F,Luciana,Luciana Solar,ARG,S9,SB9,56943,S25,Summer Season 2025,SM9,R-2025
5e50821cef7b85b0,"T, B",Turanzas,F,Mia Isabella,Mia Isabella Turanzas,ARG,S11,SB11,66994,S25,Summer Season 2025,SM11,R-2029
ad45dcc19dbfc14e,"1, 3, 5",Vives,M,Mateo,Mateo Vives,ARG,S9,SB9,56944,S25,Summer Season 2025,SM9,R-2026
d1bb0abfc744578e,"A, Y, 12",Zambrana,M,Jonathan Hernan,Jonathan Hernan Zambrana,ARG,S5,SB4,66991,S25,Summer Season 2025,SM5,R-2027
655e7cf5e770b0e4,"T, B",Zayas,M,Sergio,Sergio Zayas,ARG,S11,SB11,6708,S25,Summer Season 2025,SM11,C
18c60fe544a9e6c1,"A, Y, E, 7",Mikayelyan,M,Garik,Garik Mikayelyan,ARM,S5,SB6,60275,S25,Summer Season 2025,SM5,C
1d2df695c5d6a578,0,Alford,M,Joshua,Joshua Alford,AUS,S14,SB14,22327,S25,Summer Season 2025,SM14,C
307daf25c56cea87,"1, 3, 5",Arkansoul,M,Noah,Noah Arkansoul,AUS,S9,SB9,47027,S25,Summer Season 2025,SM9,R-2021
e565f5e1a97362ef,"A, 3, 5, 12, +",Arnison,F,McKinley,McKinley Arnison,AUS,S10,SB9,44425,S25,Summer Season 2025,SM10,R-2029
20b425aba946dbc9,-,Atkinson,F,Montana,Montana Atkinson,AUS,S14,SB14,59709,S25,Summer Season 2025,SM14,R-2028
a00c70bd7ca34cd1,"12, +",Aungles,M,Jesse,Jesse Aungles,AUS,S8,SB7,15325,S25,Summer Season 2025,SM8,C
fd67ea19aa69dba6,"3, 5",Beecroft,F,Emily,Emily Beecroft,AUS,S9,SB9,21817,S25,Summer Season 2025,SM9,C
e53fd647c5fc1066,8,Belando Nicholson,F,Victoria,Victoria Belando Nicholson,AUS,S9,SB9,58852,S25,Summer Season 2025,SM9,R-2028
f9090237cc0c0653,0,Betar,M,Ricky,Ricky Betar,AUS,S14,SB14,40730,S25,Summer Season 2025,SM14,C
69a388a34067c82d,9,Bishop,M,Lewis,Lewis Bishop,AUS,S9,SB8,50215,S25,Summer Season 2025,SM9,C
e1133cd5571d092a,"3, 5, 12, +",Brimelow,F,Grace,Grace Brimelow,AUS,S9,SB9,56161,S25,Summer Season 2025,SM9,R-2029
a5e9e7da7b05fe23,-,Bruzzese,F,Stephanie,Stephanie Bruzzese,AUS,S14,SB14,59955,S25,Summer Season 2025,SM14,R-2027
33a98abe764f48f3,-,Budd,M,Declan,Declan Budd,AUS,S14,SB14,59710,S25,Summer Season 2025,SM14,C
dee1fa67b55319d1,"12, +",Campbell,F,Millicent,Millicent Campbell,AUS,S9,SB9,59954,S25,Summer Season 2025,SM9,R-2029
8415c6139ec5addc,"3, 5, 12, +",Crothers,M,Rowan,Rowan Crothers,AUS,S10,SB9,15328,S25,Summer Season 2025,SM10,C
b381afc561790340,-,Davis,F,Airlie,Airlie Davis,AUS,S14,SB14,59750,S25,Summer Season 2025,SM14,C
72ce3c03dfe5b86c,-,Dyer,M,Jarred,Jarred Dyer,AUS,S14,SB14,43685,S25,Summer Season 2025,SM14,C
5a9d7029913f8a80,"1, 3, 5",Fullgrabe,F,Jasmin,Jasmin Fullgrabe,AUS,S9,SB9,56127,S25,Summer Season 2025,SM9,C
15bec719a9eb690a,"3, 5, 12, +",Gallagher,M,Thomas,Thomas Gallagher,AUS,S10,SB9,50681,S25,Summer Season 2025,SM10,C
90e215a18277a5ba,-,Gould,M,Samuel,Samuel Gould,AUS,S14,SB14,59749,S25,Summer Season 2025,SM14,C
05e97631cdddf321,"A, 3, 5, 12, +",Greenwood,F,Jasmine,Jasmine Greenwood,AUS,S10,SB9,33503,S25,Summer Season 2025,SM10,R-2029
95eb672996f3b351,"H, 9",Hall,M,Brenden,Brenden Hall,AUS,S9,SB8,5577,S25,Summer Season 2025,SM9,C
61937801accb2ff1,"A, 3, 5, 12, +",Halliday,F,Ruby,Ruby Halliday,AUS,S8,SB8,52443,S25,Summer Season 2025,SM8,R-2023
7a6b8b2c86f19df4,-,Hance,M,Benjamin,Benjamin Hance,AUS,S14,SB14,50121,S25,Summer Season 2025,SM14,C
00a086ea93f930a2,-,Hinds,F,Maddison,Maddison Hinds,AUS,S14,SB14,57800,S25,Summer Season 2025,SM14,C
bc538cb7083a1723,"3, 5, 12, +",Hodge,M,Timothy,Timothy Hodge,AUS,S9,SB8,21814,S25,Summer Season 2025,SM9,C
af50f5d59a760013,T,Hogan,F,Mia,Mia Hogan,AUS,S13,SB13,62859,S25,Summer Season 2025,SM13,R-2029
6fd9030e1728ae58,0,Ireland,M,Jack,Jack Ireland,AUS,S14,SB14,32676,S25,Summer Season 2025,SM14,C
d068b87df4de6f02,8,Jankiewicz,M,Jet,Jet Jankiewicz,AUS,S10,SB9,44419,S25,Summer Season 2025,SM10,R-2021
6fed177860aadcb1,T,Jones,F,Jenna,Jenna Jones,AUS,S12,SB12,26219,S25,Summer Season 2025,SM12,R-2028
36da2e8fb152d395,"1, 3, 5",Keenan,M,Hamish,Hamish Keenan,AUS,S9,SB9,62885,S25,Summer Season 2025,SM9,R-2027
0c2225b2215ad497,"A, Y, E, 3, 12, +",Kelly,M,Ahmed,Ahmed Kelly,AUS,S3,SB3,10815,S25,Summer Season 2025,SM3,C
3ba2bf6c03d27c9d,"A, 1, 3, 4, 5, 12, +",Leary,F,Alexa,Alexa Leary,AUS,S10,SB7,54889,S25,Summer Season 2025,SM9,R
6f5dd9dea4720424,0,Leonhardt,F,Paige,Paige Leonhardt,AUS,S14,SB14,24373,S25,Summer Season 2025,SM14,C
cdec5ee6c74fc051,0,Lucy,F,Jade,Jade Lucy,AUS,S14,SB14,29010,S25,Summer Season 2025,SM14,C
a3962c4b1a078cd1,"3, 5, 12, +",Martin,M,William,William Martin,AUS,S10,SB9,41218,S25,Summer Season 2025,SM10,R-2029
8b8068c7987ab007,"12, +",Matthews,M,Beau,Beau Matthews,AUS,S10,SB9,60198,S25,Summer Season 2025,SM10,R-2028
b678c9ea361f6932,"T, B",McClure,M,Jeremy,Jeremy McClure,AUS,S11,SB11,6811,S25,Summer Season 2025,SM11,C
7c415a4c4b2dd199,0,McTernan,F,Madeleine,Madeleine McTernan,AUS,S14,SB14,36596,S25,Summer Season 2025,SM14,C
7984a1b0d1eeb117,0,Michel,M,Jake,Jake Michel,AUS,S14,SB14,36255,S25,Summer Season 2025,SM14,C
77816e8c5b8eeb05,"A, 3, 5, 12, +",Moore,M,Riley,Riley Moore,AUS,S10,SB9,54898,S25,Summer Season 2025,SM10,R-2027
063b5cc77042b1b8,"12, +",Mundie,M,Joel,Joel Mundie,AUS,S7,SB6,50228,S25,Summer Season 2025,SM7,R-2024
73c37426d1a839ff,"A, 12",Osborn,F,Chloe,Chloe Osborn,AUS,S7,SB6,56669,S25,Summer Season 2025,SM7,C
59e4fc63367ebbd0,"A, Y, 7, 12, +",Patterson,M,Grant,Grant Patterson,AUS,S3,SB2,8331,S25,Summer Season 2025,SM3,C
aff97aaafd2d8d43,"A, 3, 5, 12, +",Patterson,F,Lakeisha,Lakeisha Patterson,AUS,S9,SB8,21818,S25,Summer Season 2025,SM9,C
2e8fb39ce8ee4608,9,Pearse,M,Col,Col Pearse,AUS,S10,SB9,41126,S25,Summer Season 2025,SM10,C
f629d63a401c8fab,"3, 4",Price,F,Hannah,Hannah Price,AUS,S10,SB9,52429,S25,Summer Season 2025,SM10,C
9fd1afbf39ad5dee,9,Rigby,M,Daniel,Daniel Rigby,AUS,S9,SB9,62963,S25,Summer Season 2025,SM9,C
5659f2eea963ad39,"12, +",Saffy,M,Alex,Alex Saffy,AUS,S10,SB9,51270,S25,Summer Season 2025,SM10,R-2027
10c42e459bd5de2a,"1, 3, 5",Sellick,F,Gemma,Gemma Sellick,AUS,S9,SB8,59921,S25,Summer Season 2025,SM9,R-2028
2c8c562dcd2532f0,"A, 3, 5, 12, +",Simpson,M,Callum,Callum Simpson,AUS,S8,SB8,59116,S25,Summer Season 2025,SM8,R-2027
7655691f05244d02,-,Sisman,M,Darren,Darren Sisman,AUS,S14,SB14,57722,S25,Summer Season 2025,SM14,C
bef5c57dad4bf35e,"12, +",Springett-Kelly,F,Amelie,Amelie Springett-Kelly,AUS,S6,SB6,59065,S25,Summer Season 2025,SM6,R-2026
d2b818e25c41da56,"3, 5",Stephens,F,Keira,Keira Stephens,AUS,S10,SB9,33520,S25,Summer Season 2025,SM10,C
a2097e6cf8653910,-,Stewart,M,Bailey,Bailey Stewart,AUS,S14,SB14,43686,S25,Summer Season 2025,SM14,C
62112fe6278a7f93,0,Storm,F,Ruby,Ruby Storm,AUS,S14,SB14,40729,S25,Summer Season 2025,SM14,C
3b9e6ed4573181a4,0,Stubbs,M,Oscar,Oscar Stubbs,AUS,S13,SB13,41123,S25,Summer Season 2025,SM13,R-2027
8b30cbce481dd017,-,Thompson,F,Kael,Kael Thompson,AUS,S14,SB14,57721,S25,Summer Season 2025,SM14,C
34101165dd2f7462,"12, +",Togher,M,Liam,Liam Togher,AUS,S9,SB8,66930,S25,Summer Season 2025,SM9,R-2028
3b36ce9e127c478b,"3, 5, 12, +",Tuckfield,M,Alexander,Alexander Tuckfield,AUS,S10,SB9,44422,S25,Summer Season 2025,SM10,C
4e5ae2c02c935c4b,-,Van Rijswijk,F,Ashley,Ashley Van Rijswijk,AUS,S14,SB14,43687,S25,Summer Season 2025,SM14,C
eca9a2c7e4155271,9,Vig,M,Harrison,Harrison Vig,AUS,S9,SB8,41128,S25,Summer Season 2025,SM9,C
ae774a2d711c3571,"A, 2, 4, 12, +",Warn,F,Holly,Holly Warn,AUS,S8,SB7,58826,S25,Summer Season 2025,SM8,R-2026
23f876433b5013d6,"A, Y, E, 3, 5, 12",Watson,F,Rachael,Rachael Watson,AUS,CNC,CNC,30721,S25,Summer Season 2025,CNC,R
fd642d5175b4fb76,"A, 12, +",Willett,F,Emily,Emily Willett,AUS,CNC,,59931,S25,Summer Season 2025,,
31bb7359b588232b,"3, 5, 12, +",Wilson,F,Poppy,Poppy Wilson,AUS,S10,SB9,44426,S25,Summer Season 2025,SM10,R-2029
96e7c330693e5dca,-,Younes,F,Yasmine-Bella,Yasmine-Bella Younes,AUS,S14,SB14,59748,S25,Summer Season 2025,SM14,R-2025
2aa53f9ec817e59e,-,Baumegger,F,Sarah-Maria,Sarah-Maria Baumegger,AUT,S14,SB14,65396,S25,Summer Season 2025,SM14,C
3d4b1015ce615214,"A, 3, 5, 12",Ernhofer,M,Andreas,Andreas Ernhofer,AUT,S4,SB3,36274,S25,Summer Season 2025,SM4,C
bdb92bdf902bf3e9,-,Falk,F,Janina,Janina Falk,AUT,S14,SB14,30381,S25,Summer Season 2025,SM14,C
b84cda5dc52216ec,"1, 2, 4",Onea,M,Andreas,Andreas Onea,AUT,S8,SB8,5338,S25,Summer Season 2025,SM8,C
3459babdb0845394,-,Schumacher,M,Jakob,Jakob Schumacher,AUT,S14,SB14,55869,S25,Summer Season 2025,SM14,C
2a5f75879e5ffbc1,"H, A, 12",Weber-Treiber,F,Sabine,Sabine Weber-Treiber,AUT,S7,SB6,14637,S25,Summer Season 2025,SM7,C
80d7a63b89aed951,-,Aliyev,M,Nihat,Nihat Aliyev,AZE,S5 S10,,63124,S25,Summer Season 2025,,
aab9e8d87cc7e365,8,Mammadov,M,Murad,Murad Mammadov,AZE,S10,SB9,63129,S25,Summer Season 2025,SM10,R-2028
075403b080cc5d77,"A, 12",Nazarov,M,Abuzar,Abuzar Nazarov,AZE,S6,SB5,63127,S25,Summer Season 2025,SM6,R-2029
68f16be730e5e378,"A, 5",Rustamli,F,Nurjan,Nurjan Rustamli,AZE,CNC,CNC,59891,S25,Summer Season 2025,CNC,R
948e5d4108c7dce2,-,Sadigzade,M,Kanan,Kanan Sadigzade,AZE,S7,SB6,63128,S25,Summer Season 2025,SM6,N
4c4c344dbae241d6,0,Salei,M,Raman,Raman Salei,AZE,S12,SB12,11300,S25,Summer Season 2025,SM12,R-2029
5c5a644f617dc394,"A, E, 3, 12",Suleymanova,F,Konul,Konul Suleymanova,AZE,S4,SB3,36081,S25,Summer Season 2025,SM4,R-2027
3ecccfa80f7d73c9,8,Valiyev,M,Ali,Ali Valiyev,AZE,S10,SB9,52450,S25,Summer Season 2025,SM10,R-2027
5e8d9372f51877c0,"A, 12",Alhindawi,M,Ahmed,Ahmed Alhindawi,BRN,S7,SB6,32204,S25,Summer Season 2025,SM7,R-2026
813c32f489b9e500,"A, 12",Alsamaheeji,M,Ali,Ali Alsamaheeji,BRN,S5,SB4,51281,S25,Summer Season 2025,SM5,R-2024
f591b69355216ab7,-,Akter,F,Sumaiya,Sumaiya Akter,BAN,S8,SB8,68129,S25,Summer Season 2025,SM8,N
46f87f19fe2bfe6a,-,Jiyem,M,,Jiyem,BAN,S8,SB8,68128,S25,Summer Season 2025,SM8,N
8f7fd6112dff06cd,-,Karmokar,M,Pollob,Pollob Karmokar,BAN,S7,SB7,61223,S25,Summer Season 2025,SM7,N
1e2e17e04acefd3d,-,Shahidulla,M,Md,Md Shahidulla,BAN,S6,SB6,68121,S25,Summer Season 2025,SM6,N
acf56b6b2f68c47b,"A, 12",Aliakhnovich,M,Anatoli,Anatoli Aliakhnovich,BLR,S7,SB6,62171,S25,Summer Season 2025,SM7,R-2026
061d3b3e7f33727a,-,Babrova,F,Sofiya,Sofiya Babrova,BLR,S7,SB7,59820,S25,Summer Season 2025,SM7,N
e963a2ea496a527e,-,Baradauka,M,Viachaslau,Viachaslau Baradauka,BLR,NE,NE,62478,S25,Summer Season 2025,NE,C
d4bc4c3f5d35a502,0,Boki,M,Ihar,Ihar Boki,BLR,NE,NE,7861,S25,Summer Season 2025,NE,C
dbc02a7bafa0c4a1,-,Izotau,M,Uladzimir,Uladzimir Izotau,BLR,S12,SB12,6967,S25,Summer Season 2025,SM12,R-2029
5bcf2ad4e75f6326,-,Kavalionak,M,Yauheni,Yauheni Kavalionak,BLR,S12,SB12,59569,S25,Summer Season 2025,SM12,R-2028
f018274858b85722,-,Lappo,F,Elena,Elena Lappo,BLR,S4,SB4,62481,S25,Summer Season 2025,SM4,N
dd92573f8c655022,-,Rasolka,F,Nastassia,Nastassia Rasolka,BLR,S13,SB13,44655,S25,Summer Season 2025,SM13,R-2026
5a9b5293e967a26c,0,Salei,M,Dzmitry,Dzmitry Salei,BLR,S12,SB12,7020,S25,Summer Season 2025,SM12,R-2026
3b5a38b73cc500e8,"12, +",Shchalkanau,M,Yahor,Yahor Shchalkanau,BLR,S9,SB9,26226,S25,Summer Season 2025,SM9,C
f187085099ada1da,"12, +",Sheshka,F,Darya,Darya Sheshka,BLR,S10,SB9,62172,S25,Summer Season 2025,SM10,R-2027
634aa4da05bcab1e,-,Sidzelnik,M,Aliaksandr,Aliaksandr Sidzelnik,BLR,S6,SB5,49083,S25,Summer Season 2025,SM6,N
c9da374f2b44793c,0,Sotnikau,M,Uladzimir,Uladzimir Sotnikau,BLR,S13,SB13,36584,S25,Summer Season 2025,SM13,R-2026
2953209135b290f5,-,Suslo,F,Simona,Simona Suslo,BLR,S4,SB4,62170,S25,Summer Season 2025,SM4,N
4bf694ad77006ef3,"1, 3, 5",Tsikhanionak,M,Dzmitry,Dzmitry Tsikhanionak,BLR,S9,SB9,52779,S25,Summer Season 2025,SM9,R-2028
da179eff572b835b,0,Vashkevich,M,Maksim,Maksim Vashkevich,BLR,S12,SB12,22687,S25,Summer Season 2025,SM12,R-2029
8d8cd1ec4a41a3de,"3, 5",Yeshchyk,F,Krystsina,Krystsina Yeshchyk,BLR,S10,SB9,50199,S25,Summer Season 2025,SM10,R-2028
ea513edc366ff751,-,Zharkevich,F,Yuliya,Yuliya Zharkevich,BLR,NE,NE,52780,S25,Summer Season 2025,NE,C
cdb3b8453b885a8e,"T, B",Zudzilau,M,Hryhory,Hryhory Zudzilau,BLR,S11,SB11,22697,S25,Summer Season 2025,SM11,C
40f73e2831741d59,-,Zudzilava,F,Anastasiya,Anastasiya Zudzilava,BLR,S13,SB13,26348,S25,Summer Season 2025,SM13,R-2028
dc79a1a12fdc224f,"A, 1, 2, 4, 12, +",Berteloot,M,Jan,Jan Berteloot,BEL,S8,SB8,35787,S25,Summer Season 2025,SM8,R-2031
f4433d48d1b938c8,T,Casagrande,F,Lise,Lise Casagrande,BEL,S12,SB12,65613,S25,Summer Season 2025,SM12,R-2029
c3cef18cc7888e4d,"12, +",De Jaeger,M,Anton,Anton De Jaeger,BEL,S9,SB8,59972,S25,Summer Season 2025,SM9,C
3dca5dc6e2379938,"3, 5, 9",de Visser,M,Sam,Sam de Visser,BEL,S9,SB8,32441,S25,Summer Season 2025,SM9,C
c4abf91b87654a6b,9,Delrue,M,Remi,Remi Delrue,BEL,S9,SB8,56188,S25,Summer Season 2025,SM9,C
e95f927ec07c0c80,"3, 5, 12, +",Lebrun,F,Tatyana,Tatyana Lebrun,BEL,S10,SB9,42227,S25,Summer Season 2025,SM10,C
b680ca00dc259ba1,"12, +",Maes,M,Jordy,Jordy Maes,BEL,S8,SB7,56187,S25,Summer Season 2025,SM8,R-2027
24916ae5fee36339,0,Parmentier,M,Aymeric,Aymeric Parmentier,BEL,S14,SB14,17604,S25,Summer Season 2025,SM14,C
5c91c3b7d1a3360e,T,Somei,M,Thibaut,Thibaut Somei,BEL,S12,SB12,59888,S25,Summer Season 2025,SM12,R-2028
ccb8986df8521ffe,"12, +",Vandenabeele,M,Arnaut,Arnaut Vandenabeele,BEL,S10,SB9,56172,S25,Summer Season 2025,SM10,R-2025
6ce205abe948abb1,-,Vermaut,F,Celine,Celine Vermaut,BEL,S14,SB14,56228,S25,Summer Season 2025,SM14,R-2025
7e484880a6b55ff8,"Y, E, 5",Vervoort,F,Mila,Mila Vervoort,BEL,S6,N/A,63008,S25,Summer Season 2025,N/A,R-2026
69136b8be7226eae,-,Gutierrez Chavez,F,Ana Berenice,Ana Berenice Gutierrez Chavez,BOL,S9,SB9,67562,S25,Summer Season 2025,SM9,N
891d706689861109,"A, E, 7, 12",Barlov,M,Ismail,Ismail Barlov,BIH,S3,SB2,56100,S25,Summer Season 2025,SM3,R-2026
11176fafdf8df9a4,"A, 3, 5, 12, +",Omerbasic,M,Alisan,Alisan Omerbasic,BIH,S9,SB8,65601,S25,Summer Season 2025,SM9,R-2028
b0b4c65a4d3558f2,"3, 5, 12, +",Puric,F,Selma,Selma Puric,BIH,S6,SB5,63328,S25,Summer Season 2025,SM6,R-2027
10ea36628ef551cd,-,Sabanovic,F,Kanita,Kanita Sabanovic,BIH,S7,SB7,60248,S25,Summer Season 2025,SM7,N
a94ecc75186fd836,"A, Y, 7",Zulfic,M,Ismail,Ismail Zulfic,BIH,S5,SB5,56099,S25,Summer Season 2025,SM5,R-2027
a0e883b7676f5adb,12,Alcalde Rodriguez,M,Roberto,Roberto Alcalde Rodriguez,BRA,S6,SB5,4186,S25,Summer Season 2025,SM6,C
77cb4a58c1594eac,"A, Y, E, 7, 12, +",Alvico Araujo,F,Milaini,Milaini Alvico Araujo,BRA,S3,SB2,62733,S25,Summer Season 2025,SM3,R-2027
ca1b733a48d82a21,-,Amaduci Lopes Da Silva,F,Geovanna,Geovanna Amaduci Lopes Da Silva,BRA,S7,SB6,67256,S25,Summer Season 2025,SM7,N
53297494e7c8dc98,"12, +",Amorim Muniz de Oliveira,M,Caio,Caio Amorim Muniz de Oliveira,BRA,S8,SB7,9076,S25,Summer Season 2025,SM8,C
